REF_DATE,GEO,DGUID,Type of fuel,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
Jan-92,"St. John's, Newfoundland and Labrador",2011S0503001,Regular unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735046,2.1,64.6,,,t,1
Jan-92,"St. John's, Newfoundland and Labrador",2011S0503001,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735082,2.2,61.8,,,,1
Jan-92,"St. John's, Newfoundland and Labrador",2011S0503001,Premium unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735064,2.3,69.6,,,t,1
Jan-92,"St. John's, Newfoundland and Labrador",2011S0503001,Premium unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735100,2.4,67,,,,1
Jan-92,"St. John's, Newfoundland and Labrador",2011S0503001,Diesel fuel at full service filling stations,Cents per litre,57,units ,0,v735118,2.5,67.8,,,t,1
Jan-92,"St. John's, Newfoundland and Labrador",2011S0503001,Household heating fuel,Cents per litre,57,units ,0,v735149,2.7,39.3,,,,1
Jan-92,"Charlottetown and Summerside, Prince Edward Island",,Regular unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735056,3.1,62.7,,,t,1
Jan-92,"Charlottetown and Summerside, Prince Edward Island",,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735092,3.2,61.5,,,,1
Jan-92,"Charlottetown and Summerside, Prince Edward Island",,Premium unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735074,3.3,65.2,,,t,1
Jan-92,"Charlottetown and Summerside, Prince Edward Island",,Premium unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735110,3.4,63.9,,,,1
Jan-92,"Charlottetown and Summerside, Prince Edward Island",,Diesel fuel at full service filling stations,Cents per litre,57,units ,0,v735128,3.5,57.7,,,t,1
Jan-92,"Charlottetown and Summerside, Prince Edward Island",,Diesel fuel at self service filling stations,Cents per litre,57,units ,0,v735144,3.6,57.7,,,,1
Jan-92,"Charlottetown and Summerside, Prince Edward Island",,Household heating fuel,Cents per litre,57,units ,0,v735157,3.7,35.8,,,,1
Jan-92,"Halifax, Nova Scotia",2011S0503205,Regular unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735057,4.1,60.1,,,t,1
Jan-92,"Halifax, Nova Scotia",2011S0503205,Premium unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735075,4.3,66.4,,,t,1
Jan-92,"Halifax, Nova Scotia",2011S0503205,Diesel fuel at full service filling stations,Cents per litre,57,units ,0,v735129,4.5,60.8,,,t,1
Jan-92,"Halifax, Nova Scotia",2011S0503205,Household heating fuel,Cents per litre,57,units ,0,v735158,4.7,36.5,,,,1
Jan-92,"Saint John, New Brunswick",2011S0503310,Regular unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735058,5.1,60.1,,,t,1
Jan-92,"Saint John, New Brunswick",2011S0503310,Premium unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735076,5.3,64.6,,,t,1
Jan-92,"Saint John, New Brunswick",2011S0503310,Diesel fuel at full service filling stations,Cents per litre,57,units ,0,v735130,5.5,57.2,,,t,1
Jan-92,"Saint John, New Brunswick",2011S0503310,Household heating fuel,Cents per litre,57,units ,0,v735159,5.7,37.8,,,,1
Jan-92,"Québec, Quebec",2011S0503421,Regular unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735059,6.1,64.5,,,t,1
Jan-92,"Québec, Quebec",2011S0503421,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735095,6.2,64.3,,,,1
Jan-92,"Québec, Quebec",2011S0503421,Premium unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735077,6.3,71.1,,,t,1
Jan-92,"Québec, Quebec",2011S0503421,Premium unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735113,6.4,71.1,,,,1
Jan-92,"Québec, Quebec",2011S0503421,Diesel fuel at full service filling stations,Cents per litre,57,units ,0,v735131,6.5,58.8,,,t,1
Jan-92,"Québec, Quebec",2011S0503421,Diesel fuel at self service filling stations,Cents per litre,57,units ,0,v735145,6.6,60.7,,,,1
Jan-92,"Québec, Quebec",2011S0503421,Household heating fuel,Cents per litre,57,units ,0,v735160,6.7,39.2,,,,1
Jan-92,"Montréal, Quebec",2011S0503462,Regular unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735060,7.1,63.5,,,t,1
Jan-92,"Montréal, Quebec",2011S0503462,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735096,7.2,63.2,,,,1
Jan-92,"Montréal, Quebec",2011S0503462,Premium unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735078,7.3,70.8,,,t,1
Jan-92,"Montréal, Quebec",2011S0503462,Premium unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735114,7.4,70.2,,,,1
Jan-92,"Montréal, Quebec",2011S0503462,Diesel fuel at full service filling stations,Cents per litre,57,units ,0,v735132,7.5,60.7,,,t,1
Jan-92,"Montréal, Quebec",2011S0503462,Diesel fuel at self service filling stations,Cents per litre,57,units ,0,v735146,7.6,60.4,,,,1
Jan-92,"Montréal, Quebec",2011S0503462,Household heating fuel,Cents per litre,57,units ,0,v735161,7.7,38.6,,,,1
Jan-92,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735061,8.1,58.4,,,t,1
Jan-92,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735097,8.2,57.9,,,,1
Jan-92,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Premium unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735079,8.3,64.6,,,t,1
Jan-92,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Premium unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735115,8.4,64,,,,1
Jan-92,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Diesel fuel at full service filling stations,Cents per litre,57,units ,0,v735133,8.5,51.3,,,t,1
Jan-92,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Diesel fuel at self service filling stations,Cents per litre,57,units ,0,v735147,8.6,56.4,,,,1
Jan-92,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Household heating fuel,Cents per litre,57,units ,0,v735162,8.7,37.3,,,,1
Jan-92,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735062,9.1,54.2,,,t,1
Jan-92,"Toronto, Ontario",2011S0503535,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735098,9.2,51.9,,,,1
Jan-92,"Toronto, Ontario",2011S0503535,Premium unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735080,9.3,60.9,,,t,1
Jan-92,"Toronto, Ontario",2011S0503535,Premium unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735116,9.4,57.5,,,,1
Jan-92,"Toronto, Ontario",2011S0503535,Diesel fuel at full service filling stations,Cents per litre,57,units ,0,v735134,9.5,54.5,,,t,1
Jan-92,"Toronto, Ontario",2011S0503535,Diesel fuel at self service filling stations,Cents per litre,57,units ,0,v735148,9.6,52.4,,,,1
Jan-92,"Toronto, Ontario",2011S0503535,Household heating fuel,Cents per litre,57,units ,0,v735163,9.7,36.2,,,,1
Jan-92,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735063,10.1,58.8,,,t,1
Jan-92,"Thunder Bay, Ontario",2011S0503595,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735099,10.2,58.4,,,,1
Jan-92,"Thunder Bay, Ontario",2011S0503595,Premium unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735081,10.3,64.5,,,t,1
Jan-92,"Thunder Bay, Ontario",2011S0503595,Premium unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735117,10.4,64.1,,,,1
Jan-92,"Thunder Bay, Ontario",2011S0503595,Household heating fuel,Cents per litre,57,units ,0,v735164,10.7,40.8,,,,1
Jan-92,"Winnipeg, Manitoba",2011S0503602,Regular unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735047,11.1,50.2,,,t,1
Jan-92,"Winnipeg, Manitoba",2011S0503602,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735083,11.2,49.9,,,,1
Jan-92,"Winnipeg, Manitoba",2011S0503602,Premium unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735065,11.3,56.1,,,t,1
Jan-92,"Winnipeg, Manitoba",2011S0503602,Premium unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735101,11.4,55.9,,,,1
Jan-92,"Winnipeg, Manitoba",2011S0503602,Diesel fuel at full service filling stations,Cents per litre,57,units ,0,v735119,11.5,48.4,,,t,1
Jan-92,"Winnipeg, Manitoba",2011S0503602,Diesel fuel at self service filling stations,Cents per litre,57,units ,0,v735135,11.6,47.4,,,,1
Jan-92,"Winnipeg, Manitoba",2011S0503602,Household heating fuel,Cents per litre,57,units ,0,v735150,11.7,41.7,,,,1
Jan-92,"Regina, Saskatchewan",2011S0503705,Regular unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735048,12.1,49.4,,,t,1
Jan-92,"Regina, Saskatchewan",2011S0503705,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735084,12.2,50.3,,,,1
Jan-92,"Regina, Saskatchewan",2011S0503705,Premium unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735066,12.3,55.4,,,t,1
Jan-92,"Regina, Saskatchewan",2011S0503705,Premium unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735102,12.4,56.2,,,,1
Jan-92,"Regina, Saskatchewan",2011S0503705,Diesel fuel at full service filling stations,Cents per litre,57,units ,0,v735120,12.5,49.4,,,t,1
Jan-92,"Regina, Saskatchewan",2011S0503705,Diesel fuel at self service filling stations,Cents per litre,57,units ,0,v735136,12.6,49.6,,,,1
Jan-92,"Regina, Saskatchewan",2011S0503705,Household heating fuel,Cents per litre,57,units ,0,v735151,12.7,35.2,,,,1
Jan-92,"Saskatoon, Saskatchewan",2011S0503725,Regular unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735049,13.1,52.2,,,t,1
Jan-92,"Saskatoon, Saskatchewan",2011S0503725,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735085,13.2,51.9,,,,1
Jan-92,"Saskatoon, Saskatchewan",2011S0503725,Premium unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735067,13.3,57.8,,,t,1
Jan-92,"Saskatoon, Saskatchewan",2011S0503725,Premium unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735103,13.4,57.8,,,,1
Jan-92,"Saskatoon, Saskatchewan",2011S0503725,Diesel fuel at full service filling stations,Cents per litre,57,units ,0,v735121,13.5,48,,,t,1
Jan-92,"Saskatoon, Saskatchewan",2011S0503725,Diesel fuel at self service filling stations,Cents per litre,57,units ,0,v735137,13.6,47.9,,,,1
Jan-92,"Saskatoon, Saskatchewan",2011S0503725,Household heating fuel,Cents per litre,57,units ,0,v735152,13.7,37.6,,,,1
Jan-92,"Edmonton, Alberta",2011S0503835,Regular unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735050,14.1,48.9,,,t,1
Jan-92,"Edmonton, Alberta",2011S0503835,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735086,14.2,48.9,,,,1
Jan-92,"Edmonton, Alberta",2011S0503835,Premium unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735068,14.3,54.7,,,t,1
Jan-92,"Edmonton, Alberta",2011S0503835,Premium unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735104,14.4,54.5,,,,1
Jan-92,"Edmonton, Alberta",2011S0503835,Diesel fuel at full service filling stations,Cents per litre,57,units ,0,v735122,14.5,45.6,,,t,1
Jan-92,"Edmonton, Alberta",2011S0503835,Diesel fuel at self service filling stations,Cents per litre,57,units ,0,v735138,14.6,46.3,,,,1
Jan-92,"Calgary, Alberta",2011S0503825,Regular unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735051,15.1,48.1,,,t,1
Jan-92,"Calgary, Alberta",2011S0503825,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735087,15.2,46.1,,,,1
Jan-92,"Calgary, Alberta",2011S0503825,Premium unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735069,15.3,51.4,,,t,1
Jan-92,"Calgary, Alberta",2011S0503825,Premium unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735105,15.4,52,,,,1
Jan-92,"Calgary, Alberta",2011S0503825,Diesel fuel at full service filling stations,Cents per litre,57,units ,0,v735123,15.5,44.1,,,t,1
Jan-92,"Calgary, Alberta",2011S0503825,Diesel fuel at self service filling stations,Cents per litre,57,units ,0,v735139,15.6,45.3,,,,1
Jan-92,"Vancouver, British Columbia",2011S0503933,Regular unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735052,16.1,58.5,,,t,1
Jan-92,"Vancouver, British Columbia",2011S0503933,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735088,16.2,56.2,,,,1
Jan-92,"Vancouver, British Columbia",2011S0503933,Premium unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735070,16.3,62.8,,,t,1
Jan-92,"Vancouver, British Columbia",2011S0503933,Premium unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735106,16.4,62.1,,,,1
Jan-92,"Vancouver, British Columbia",2011S0503933,Diesel fuel at full service filling stations,Cents per litre,57,units ,0,v735124,16.5,53.1,,,t,1
Jan-92,"Vancouver, British Columbia",2011S0503933,Diesel fuel at self service filling stations,Cents per litre,57,units ,0,v735140,16.6,53.3,,,,1
Jan-92,"Vancouver, British Columbia",2011S0503933,Household heating fuel,Cents per litre,57,units ,0,v735153,16.7,40.4,,,,1
Jan-92,"Victoria, British Columbia",2011S0503935,Regular unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735053,17.1,55,,,t,1
Jan-92,"Victoria, British Columbia",2011S0503935,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735089,17.2,54.5,,,,1
Jan-92,"Victoria, British Columbia",2011S0503935,Premium unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735071,17.3,61.8,,,t,1
Jan-92,"Victoria, British Columbia",2011S0503935,Premium unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735107,17.4,60.8,,,,1
Jan-92,"Victoria, British Columbia",2011S0503935,Diesel fuel at full service filling stations,Cents per litre,57,units ,0,v735125,17.5,51.5,,,t,1
Jan-92,"Victoria, British Columbia",2011S0503935,Diesel fuel at self service filling stations,Cents per litre,57,units ,0,v735141,17.6,51.3,,,,1
Jan-92,"Victoria, British Columbia",2011S0503935,Household heating fuel,Cents per litre,57,units ,0,v735154,17.7,38.7,,,,1
Jan-92,"Whitehorse, Yukon",2011A00056001009,Regular unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735054,18.1,61.3,,,t,1
Jan-92,"Whitehorse, Yukon",2011A00056001009,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735090,18.2,59.9,,,,1
Jan-92,"Whitehorse, Yukon",2011A00056001009,Premium unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735072,18.3,67.1,,,t,1
Jan-92,"Whitehorse, Yukon",2011A00056001009,Premium unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735108,18.4,64.9,,,,1
Jan-92,"Whitehorse, Yukon",2011A00056001009,Diesel fuel at full service filling stations,Cents per litre,57,units ,0,v735126,18.5,59.8,,,t,1
Jan-92,"Whitehorse, Yukon",2011A00056001009,Diesel fuel at self service filling stations,Cents per litre,57,units ,0,v735142,18.6,59.6,,,,1
Jan-92,"Whitehorse, Yukon",2011A00056001009,Household heating fuel,Cents per litre,57,units ,0,v735155,18.7,42.3,,,,1
Jan-92,"Yellowknife, Northwest Territories",2011A00056106023,Regular unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735055,19.1,66.3,,,t,1
Jan-92,"Yellowknife, Northwest Territories",2011A00056106023,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735091,19.2,63.9,,,,1
Jan-92,"Yellowknife, Northwest Territories",2011A00056106023,Premium unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735073,19.3,70.8,,,t,1
Jan-92,"Yellowknife, Northwest Territories",2011A00056106023,Premium unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735109,19.4,68.6,,,,1
Jan-92,"Yellowknife, Northwest Territories",2011A00056106023,Diesel fuel at full service filling stations,Cents per litre,57,units ,0,v735127,19.5,57.3,,,t,1
Jan-92,"Yellowknife, Northwest Territories",2011A00056106023,Diesel fuel at self service filling stations,Cents per litre,57,units ,0,v735143,19.6,56.1,,,,1
Jan-92,"Yellowknife, Northwest Territories",2011A00056106023,Household heating fuel,Cents per litre,57,units ,0,v735156,19.7,37.2,,,,1
Feb-92,"St. John's, Newfoundland and Labrador",2011S0503001,Regular unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735046,2.1,64.7,,,t,1
Feb-92,"St. John's, Newfoundland and Labrador",2011S0503001,Regular unleaded gasoline at self service filling stations,Cents per litre,57,units ,0,v735082,2.2,61.8,,,,1
Feb-92,"St. John's, Newfoundland and Labrador",2011S0503001,Premium unleaded gasoline at full service filling stations,Cents per litre,57,units ,0,v735064,2.3,70.4,,,t,1
